,Sentence,Entity1,Entity2,relation
1325,"Afterward , Mr. Henry toured Bryan County , where 10,000 acres were destroyed , and joined state and local officials on a walking tour in the town of Achille , where 10 homes were burned .",Mr. Henry,Bryan,toured
1326,"Mr. Greenberg apparently encouraged John C. Whitehead , the former chairman of Goldman Sachs and chairman of the Lower Manhattan Development Corporation , to write an op-ed article in The Wall Street Journal criticizing Eliot Spitzer , the New York attorney general , for '' going too far . ''",Street Journal,Eliot,criticizing
1327,"Israel may advance its planned mid-August withdrawal of nearly 9,000 settlers from the Gaza Strip to avoid further mass protests and attempts to infiltrate Gaza by settler supporters , Vice Prime Minister Ehud Olmert said Thursday .",Ehud Olmert,Thursday,said
1328,"Their house was recently included in an exhibition on contemporary architecture in Fort Greene curated by Annie Coggan , a Brooklyn architect . ''",Fort Greene,Annie,curated
1329,"DINING , PAGE F1 Iverson Traded to Nuggets One day after losing the N.B.A. 's leading scorer to a lengthy suspension , the Denver Nuggets acquired Allen Iverson , the league 's second-leading scorer , in a trade with Philadelphia .",Denver Nuggets,Allen,acquired
1330,"After high school , Mr. Hicks attended Lincoln University in Missouri , the Berklee School of Music in Boston and the Juilliard School .",Mr. Hicks,Lincoln,attended
1331,"John H. Langbein , a professor at Yale Law School and an authority on probate and estate matters , in October called Connecticut 's probate courts '' a national scandal '' during testimony before the legislative panel , the Program Review and Investigations Committee , which examines the effectiveness of state government programs . ''",October,Connecticut,called
1332,"PAGE A14 Power Failure Draws City Aid After pleas and complaints from Queens residents suffering power failures for the fourth straight day , city leaders traveled to Astoria to announce an all-hands aid effort for affected areas .",Power Failure,City,Draws
1333,Poland fiercely opposed UniCredit 's plans to combine its Polish bank with a rival bank in Warsaw owned by HVB .,Warsaw,HVB,owned
1334,"Iran 's Parliament on Wednesday rejected President Mahmoud Ahmadinejad 's third nominee for oil minister , a major defeat for the president .",Wednesday,President,rejected
1335,"This weekend 's features include '' I Like You , I Like You Very Much '' (1994) , from Japan , a portrait of small-town gay life ; '' Johanna d'Arc of Mongolia '' (1989) , from Germany , described as a lesbian '' Lawrence of Arabia '' ; and '' Madama Sata '' (2002) , from Brazil , starring Lazaro Ramos as Francisco dos Santos , a transvestite singer in 1930 's Rio de Janeiro .",Francisco,Santos,dos
1336,"Italy Protecting Art From Terror Antiterrorism measures to protect Italy 's cultural and archeological sites are being drawn up in the aftermath of the London bombings , Culture Minister Rocco Buttiglione said yesterday in Rome .",Italy,Art,Protecting
1337,"Dyer said Army fell '' way behind '' other Division I-A football programs and that specific remedies about facilities , scheduling and training came in 2003 from a committee that included Bill Parcells , the coach of the Dallas Cowboys , and Congressman Tom Osborne of Nebraska , the former coach of the Cornhuskers . ''",Dyer,Army,said
1338,"As Gov. Bob Riley of Alabama pressed Japan 's industrial leaders in Tokyo last Saturday to locate new plants in Alabama , Yuta Fukuda , a place-kicker for Division II North Alabama , made the case for globalization much closer to home .",Alabama,Japan,pressed
1339,"I had to get one , '' said Chamberlain Oguchi , a junior swingman for Oregon who grew up in Houston watching Olajuwon play for the Rockets . ''",Houston,Olajuwon,watching
1340,"While on tour in Canada in 1992 , the Ratmanskys asked John Meehan , then artistic director of the Royal Winnipeg Ballet , if they could join .",Ratmanskys,John,asked
1341,"Lloyd Webber Sells Four London Theaters Months after the first reports that Andrew Lloyd Webber was planning to dispose of four of his dozen London theaters , he has sold them to the Broadway producer Max Weitzenhoffer , the BBC reported .",Lloyd Webber,Four,Sells
1342,"The point is to keep all of Inwood outside the city limits , part of the deal struck when New York City absorbed Brooklyn , the Bronx , Staten Island and most of Queens in 1898 , leaving three eastern towns to become the new Nassau County .",York City,Brooklyn,absorbed
1343,"The host country has begun to embrace its team : On Tuesday in Berlin , several hundred thousand people jammed into what is being called the Fan Mile , a stretch of avenue extending west from the Brandenburg Gate that was equipped with large-screen televisions .",avenue,west,extending
1344,"Lukas Podolski scored Germany 's third goal , his first of the tournament , in the 57th minute .",Lukas Podolski,Germany,scored
1345,"-LRB- In a further sign of its growing confidence about peace on the peninsula , South Korea said Friday that it would lift or ease restrictions on 140 military reservations in the country -- areas used by the military or considered dangerous , including some in the area between the DMZ and Seoul .",South Korea,Friday,said
1346,"The Musharraf government has condemned the attack on civilians and made a formal protest to the United States ambassador in Pakistan , but Mr. Musharraf said Saturday that there were indications that foreigners had been present in the village of Damadola , the target of the strike , and he warned Pakistanis in nationally televised speech not to harbor foreign militants .",Mr. Musharraf,Saturday,said
1347,"It has long been known that American military planning for the Iraq war began as early as Nov. 21 , 2001 , after President Bush directed Defense Secretary Donald H. Rumsfeld to begin a review of what would be required to oust Saddam Hussein , the Iraqi leader .",President Bush,Defense,directed
1348,"Torre Carries Olympic Torch Yankees Manager Joe Torre carried the torch for the Turin Olympics yesterday in Florence , Italy -- after clearing it with his daughter . ''",Torre,Olympic,Carries
1349,"King Abdullah II of Jordan told ABC News on Tuesday that '' something dramatic '' must be done , and Kofi Annan , the United Nations secretary general , told reporters on Monday that the region would face civil war '' unless something is done drastically and urgently to arrest the deteriorating situation . ''",Jordan,ABC,told
1350,"STEDMAN -- Theodore Winthrop , 95 , of Farmington , CT and Fishers Island , New York died December 14 , 2006 .",New York,December,died
1351,"On Wednesday , Foreign Minister Manouchehr Mottaki urged Europe to refrain from '' hasty actions , '' referring to the call to send Iran 's case to the Security Council . ''",Manouchehr Mottaki,Europe,urged
1352,"One of Argentina 's zippiest wines to serve with oysters , the 2005 Don David torrontes by Michel Torino , comes from grapes farmed organically a mile above sea level in Cafayate , a dazzlingly sunlit Andean valley near Bolivia .",Don David,Michel,torrontes
1353,"President Chen Shui-bian of Taiwan called Sunday for increased arms purchases and warned against greater economic ties to mainland China , in a televised speech that silenced months of speculation that he might soon seek to improve relations across the Taiwan Strait .",Taiwan,Sunday,called
1354,"First in 1998 , when Chalabi persuaded Congress to pass the Iraq Liberation Act -LRB- in turn leading to payments to his group , the Iraqi National Congress , exceeding $ 27 million over the next six years -RRB- and then , later , in persuading the Bush administration of the necessity of using force to destroy Saddam Hussein .",Chalabi,Congress,persuaded
1355,"Born in Bayonne , New Jersey on October 6th , 1905 , Hilda attended Brooklyn Girl 's High School and Smith College .",Hilda,Brooklyn,attended
1356,"A12 Israel Warns Palestinians Israel 's acting prime minister , Ehud Olmert , warned Palestinians that Israel would use '' an iron fist against any attempt to resume terrorist activity . ''",A12 Israel,Palestinians,Warns
1357,"Born 1913 StGallen , Switzerland , de ceased March 11 , 2005 Tel Aviv , Israel .",de,March,ceased
1358,"In Tehran on Friday , Mr. Rafsanjani said Iran was '' determined to have all branches of nuclear technology , including uranium enrichment , and we will have it at any cost , '' Reuters reported .",Mr. Rafsanjani,Iran,said
1359,That 's what Rupert Murdoch did when his News Corporation bought MySpace in July .,News Corporation,MySpace,bought
1360,"While Japan is not expected to make specific offers of military or logistical aid in the event China attacks Taiwan , officials said , it is increasingly concerned about the growing political and military might of China , which considers Taiwan a province and continually threatens the island .",China,Taiwan,attacks
1361,"Last year , when Mr. Perry sold FTD , the floral delivery service in which his hedge funds owned a large stake , he sought advice from Byron Trott , who was his '' little brother '' in the Goldman Sachs mentoring system years ago .",Mr. Perry,FTD,sold
1362,"Incidentally , Ms. Mulcahy succeeded G. Richard Thoman , who was brought in from outside after Paul A. Allaire , then Xerox 's chairman , served briefly as C.E.O. '' Anne Mulcahy was an insider who knew the Xerox values and was of the Xerox culture , and I 've seen the Xerox people rally around her , '' said William W. George , professor of management practice at Harvard Business School . ''",Ms. Mulcahy,G.,succeeded
